name	doi	citation	img_path	research_snippet
NLMR	10.1111/oik.07002	Scherer, C., Radchuk, V., Franz, M., Thulke, H., Lange, M., Grimm, V., & Kramer‐Schadt, S. (2020). Moving infections: individual movement decisions drive disease persistence in spatially structured landscapes. Oikos. <https://doi.org/10.1111/oik.07002>	img/SchererEtal2020Oikos.png	disease persistence
landscapetools	10.1111/oik.07002	Scherer, C., Radchuk, V., Franz, M., Thulke, H., Lange, M., Grimm, V., & Kramer‐Schadt, S. (2020). Moving infections: individual movement decisions drive disease persistence in spatially structured landscapes. Oikos. <https://doi.org/10.1111/oik.07002>	img/SchererEtal2020Oikos.png	disease persistence
rfishbase	10.1098/rspb.2019.2615	Burns, M. D., & Bloom, D. D. (2020). Migratory lineages rapidly evolve larger body sizes than non-migratory relatives in ray-finned fishes. Proceedings of the Royal Society B: Biological Sciences, 287(1918), 20192615. <https://doi.org/10.1098/rspb.2019.2615>	img/Burns&Bloom2020PRSLB.png	migration and body size in ray-finned fishes
rentrez	10.1007/978-1-0716-0247-8_27	Santos, J. C. (2020). Phylogenetic Analyses of Chemokine Receptors from Sequence Retrieval to Phylogenetic Trees. In Immune Mediators in Cancer (pp. 313-343). Humana, New York, NY. <https://link.springer.com/protocol/10.1007/978-1-0716-0247-8_27>	NA	phylogenetics of chemokine receptors
rotl	10.1101/2020.01.14.905901	Walczyńska, A., Gudowska, A., & Sobczyk, Ł. (2020). Should I shrink or should I flow? – body size adjustment to thermo-oxygenic niche. <https://doi.org/10.1101/2020.01.14.905901>	NA	body size adjustment in rotifers
rnoaa	NA	Mathes, S. (2019). The Dynamics of Residential Sorting and Health: Implications of Climate Change in the US. <https://sophiemathescom.files.wordpress.com/2019/11/job_market_paper_sophie_mathes-1.pdf>	NA	climate change
brranching	10.1101/2020.01.16.904458	Théroux-Rancourt, G., Roddy, A. B., Earles, J. M., Gilbert, M. E., Zwieniecki, M. A., Boyce, C. K., … Brodersen, C. R. (2020). Maximum CO2 diffusion inside leaves is limited by the scaling of cell size and genome size. <https://doi.org/10.1101/2020.01.16.904458>	NA	maximum carbon dioxide diffusion in leaves
rgbif	10.1007/978-3-030-27603-4_3	Lakicevic M., Povak N., Reynolds K.M. (2020) Creating Maps. In: Introduction to R for Terrestrial Ecology. Springer, Cham <https://link.springer.com/chapter/10.1007/978-3-030-27603-4_3>	NA	making maps in R
rgbif	10.1007/s13280-019-01306-7	Wraith, J., Norman, P., & Pickering, C. (2020). Orchid conservation and research: An analysis of gaps and priorities for globally Red Listed species. Ambio. <https://doi.org/10.1007/s13280-019-01306-7>	img/WraithEtal2020Ambio.png	gaps and priorities in orchid conservation
rglobi	10.1128/mSystems.00444-19	Vincent, F., & Bowler, C. (2020). Diatoms Are Selective Segregators in Global Ocean Planktonic Communities. mSystems, 5(1). <https://doi.org/10.1128/msystems.00444-19>	NA	diatoms and their biotic interactions
phylogram	10.1111/1348-0421.12776	Sawa, T., Momiyama, K., Mihara, T., Kainuma, A., Kinoshita, M., & Moriyama, K. (2020). Molecular epidemiology of clinically high‐risk Pseudomonas aeruginosa strains: Practical overview. Microbiology and Immunology. <https://doi.org/10.1111/1348-0421.12776>	NA	molecular epidemiology of high risk Pseudomonas
MODISTools	10.1093/biolinnean/blz203	Yuan, M. L., Jung, C., Wake, M. H., & Wang, I. J. (2020). Habitat use, interspecific competition and phylogenetic history shape the evolution of claw and toepad morphology in Lesser Antillean anoles. Biological Journal of the Linnean Society, 129(3), 630–643. <https://doi.org/10.1093/biolinnean/blz203>	NA	evolution of Antillean anoles
spatsoc	10.1111/2041-210x.13355	Gilbertson, M. L. J., White, L. A., & Craft, M. E. (2020). Trade‐offs with telemetry‐derived contact networks for infectious disease studies in wildlife. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13355>	NA	telemetry and infectious disease in wildlife
taxize	10.3897/bdj.8.e47018	Bachman, S., Walker, B., Barrios, S., Copeland, A., & Moat, J. (2020). Rapid Least Concern: towards automating Red List assessments. Biodiversity Data Journal, 8. <https://doi.org/10.3897/bdj.8.e47018>	NA	automating IUCN Red List assessments
wicket	10.3897/bdj.8.e47018	Bachman, S., Walker, B., Barrios, S., Copeland, A., & Moat, J. (2020). Rapid Least Concern: towards automating Red List assessments. Biodiversity Data Journal, 8. <https://doi.org/10.3897/bdj.8.e47018>	NA	automating IUCN Red List assessments
rgbif	10.3897/bdj.8.e47018	Bachman, S., Walker, B., Barrios, S., Copeland, A., & Moat, J. (2020). Rapid Least Concern: towards automating Red List assessments. Biodiversity Data Journal, 8. <https://doi.org/10.3897/bdj.8.e47018>	NA	automating IUCN Red List assessments
MODISTools	10.1111/ecog.04895	Benito, B. M., & Birks, H. J. B. (2020). distantia: an open‐source toolset to quantify dissimilarity between multivariate ecological time‐series. Ecography. <https://doi.org/10.1111/ecog.04895>	NA	quantifying dissimilarity between time-series
rgbif	10.1038/s41598-020-57961-4	Ceschin, D. G., Pires, N. S., Mardirosian, M. N., Lascano, C. I., & Venturino, A. (2020). The Rhinella arenarum transcriptome: de novo assembly, annotation and gene prediction. Scientific Reports, 10(1). <https://doi.org/10.1038/s41598-020-57961-4>	NA	common toad transcriptome
geojsonio	NA	von Schmidt, A., Cyganski, R., & Heinrichs, M. 2019. Web-based Visualization of Daily Mobility Patterns in R. International Journal on Advances in Internet Technology, vol 12 (3 & 4). <https://elib.dlr.de/133599/1/inttech_v12_n34_2019_2.pdf>	NA	mobility patterns
rentrez	10.1128/msystems.00404-19	Oliphant, K., Cochrane, K., Schroeter, K., Daigneault, M. C., Yen, S., Verdu, E. F., & Allen-Vercoe, E. (2020). Effects of Antibiotic Pretreatment of an Ulcerative Colitis-Derived Fecal Microbial Community on the Integration of Therapeutic Bacteria In Vitro. mSystems, 5(1). <https://doi.org/10.1128/msystems.00404-19>	NA	therapeutic bacteria
NLMR	NA	Lourenço, A. F. P. (2019). Eco-evolutionary implications underlying the emergence of a derived reproductive mode in fire salamanders. <https://repositorio-aberto.up.pt/bitstream/10216/125665/2/378408.pdf>	NA	salamanders
pdftools	10.1016/j.jtrangeo.2020.102657	Lope, D. J., & Dolgun, A. (2020). Measuring the inequality of accessible trams in Melbourne. Journal of Transport Geography, 83, 102657. <https://doi.org/10.1016/j.jtrangeo.2020.102657>	NA	tram accessibility in Melbourne
rotl	NA	Tetzlaff, S. J. (2019). Thinking outside the box: Effects of environmental enrichment and rearing duration on head-starting success of box turtles (Doctoral dissertation, University of Illinois at Urbana-Champaign) <https://www.ideals.illinois.edu/bitstream/handle/2142/106176/TETZLAFF-DISSERTATION-2019.pdf?sequence=1>	NA	box turtles
HelminthR	10.1371/journal.pone.0227810	Wiscovitch-Russo, R., Rivera-Perez, J., Narganes-Storde, Y. M., García-Roldán, E., Bunkley-Williams, L., Cano, R., & Toranzos, G. A. (2020). Pre-Columbian zoonotic enteric parasites: An insight into Puerto Rican indigenous culture diets and life styles. PLOS ONE, 15(1), e0227810. <https://doi.org/10.1371/journal.pone.0227810>	NA	zoonotic enteric parasites
rglobi	10.1371/journal.pone.0227810	Wiscovitch-Russo, R., Rivera-Perez, J., Narganes-Storde, Y. M., García-Roldán, E., Bunkley-Williams, L., Cano, R., & Toranzos, G. A. (2020). Pre-Columbian zoonotic enteric parasites: An insight into Puerto Rican indigenous culture diets and life styles. PLOS ONE, 15(1), e0227810. <https://doi.org/10.1371/journal.pone.0227810>	NA	zoonotic enteric parasites
RSelenium	NA	Nüst, D., Eddelbuettel, D., Bennett, D., Cannoodt, R., Clark, D., Daroczi, G., ... & Marwick, B. (2020). The Rockerverse: Packages and Applications for Containerization with R. arXiv preprint arXiv:2001.10641 <https://arxiv.org/pdf/2001.10641.pdf>	NA	the R Rocker verse
MODIStsp	NA	Pérez-Goya, U., Montesino-SanMartin, M., Militino, A. F., & Ugarte, M. D. (2020). RGISTools: Downloading, Customizing, and Processing Time Series of Remote Sensing Data in R. arXiv preprint arXiv:2002.01859 <https://arxiv.org/pdf/2002.01859.pdf>	NA	RGISTools package for remote sensing time series
MODIStools	NA	Pérez-Goya, U., Montesino-SanMartin, M., Militino, A. F., & Ugarte, M. D. (2020). RGISTools: Downloading, Customizing, and Processing Time Series of Remote Sensing Data in R. arXiv preprint arXiv:2002.01859 <https://arxiv.org/pdf/2002.01859.pdf>	NA	RGISTools package for remote sensing time series
fingertipsR	10.31235/osf.io/rbcz5	Senior, S. (2020, February 4). Does Sure Start spending improve school readiness? An ecological longitudinal study. <https://doi.org/10.31235/osf.io/rbcz5>	NA	school readiness
taxize	10.1038/s41467-020-14303-2	Mooney, A., Conde, D. A., Healy, K., & Buckley, Y. M. (2020). A system wide approach to managing zoo collections for visitor attendance and in situ conservation. Nature Communications, 11(1). <https://doi.org/10.1038/s41467-020-14303-2>	NA	managing zoo collections
taxize	10.1371/journal.pone.0228065	Gagné, T. O., Reygondeau, G., Jenkins, C. N., Sexton, J. O., Bograd, S. J., Hazen, E. L., & Van Houtan, K. S. (2020). Towards a global understanding of the drivers of marine and terrestrial biodiversity. PLOS ONE, 15(2), e0228065. <https://doi.org/10.1371/journal.pone.0228065>	NA	drivers of marine and terrestrial biodiversity
rotl	10.1016/j.envpol.2020.114091	Gomez Isaza, D. F., Cramp, R. L., & Franklin, C. E. (2020). Living in polluted waters: A meta-analysis of the effects of nitrate and interactions with other environmental stressors on freshwater taxa. Environmental Pollution, 114091. <https://doi.org/10.1016/j.envpol.2020.114091>	NA	effects of nitrate on freshwater taxa
rplos	10.1177/0266666920901849	Vílchez-Román, C., Huamán-Delgado, F., & Alhuay-Quispe, J. (2020). Social dimension activates the usage and academic impact of Open Access publications in Andean countries: a structural modeling-based approach. Information Development, 026666692090184. <https://doi.org/10.1177/0266666920901849>	NA	usage and academic impact of open access publications in Andean countries
iheatmapr	10.1101/507491	Caseys, C., Gongjun Shi, Nicole Soltis, Raoni Gwinner, Jason Corwin, Susanna Atwell, Daniel Kliebenstein. 2020. Quantitative interactions drive Botrytis cinerea disease outcome across the plant kingdom. bioRxiv preprint 507491; <https://doi.org/10.1101/507491>	NA	Botrytis cinerea disease in plants
rgbif	10.1038/s41598-020-58646-8	Van Zonneveld, M., Rakha, M., Tan, S. yee, Chou, Y.-Y., Chang, C.-H., Yen, J.-Y., … Solberg, S. Ø. (2020). Mapping patterns of abiotic and biotic stress resilience uncovers conservation gaps and breeding potential of Vigna wild relatives. Scientific Reports, 10(1). <https://doi.org/10.1038/s41598-020-58646-8>	NA	breeding in a crop legume Vigna
biomartr	10.1093/bioinformatics/btaa077	Kim, J., Yoon, S., & Nam, D. (2020). netGO: R-Shiny package for network-integrated pathway enrichment analysis. Bioinformatics. <https://doi.org/10.1093/bioinformatics/btaa077>	NA	a Shiny package netGO
treeio	10.1126/sciadv.aay5981	Callanan, J., Stockdale, S. R., Shkoporov, A., Draper, L. A., Ross, R. P., & Hill, C. (2020). Expansion of known ssRNA phage genomes: From tens to over a thousand. Science Advances, 6(6), eaay5981. <https://doi.org/10.1126/sciadv.aay5981>	NA	expansion of known ssRNA phage genomes
CoordinateCleaner	NA	Mattatia, I. 2020. An empirical assessment of the extent to which the realized niche of bird species is truncated. Masters Thesis. University of Lausanne. <https://www.unil.ch/ecospat/files/live/sites/ecospat/files/shared/PDF_site/FirstStep/Mattatia2020_FirstStep.pdf>	NA	NA
pdftools	10.1109/ICEEST48626.2019.8981702	Adil, S. H., Ebrahim, M., Ali, S. S. A., & Raza, K. 2019. Identifying Trends in Data Science Articles using Text Mining. In 2019 4th International Conference on Emerging Trends in Engineering, Sciences and Technology (ICEEST) (pp. 1-7). IEEE. <https://doi.org/10.1109/ICEEST48626.2019.8981702>	NA	NA
rotl	10.1371/journal.pone.0228722	Finoshin, A. D., Adameyko, K. I., Mikhailov, K. V., Kravchuk, O. I., Georgiev, A. A., Gornostaev, N. G., … Lyupina, Y. V. (2020). Iron metabolic pathways in the processes of sponge plasticity. PLOS ONE, 15(2), e0228722. <https://doi.org/10.1371/journal.pone.0228722>	NA	NA
paleobioDB	10.1111/pala.12478	Pimiento, C., & Benton, M. J. (2020). The impact of the Pull of the Recent on extant elasmobranchs. Palaeontology. <https://doi.org/10.1111/pala.12478>	NA	NA
rfishbase	10.1111/pala.12478	Pimiento, C., & Benton, M. J. (2020). The impact of the Pull of the Recent on extant elasmobranchs. Palaeontology. <https://doi.org/10.1111/pala.12478>	NA	NA
rgbif	10.1111/aab.12584	Benhadi‐Marín, J., Santos, S. A. P., Baptista, P., & Pereira, J. A. (2020). Distribution of Bactrocera oleae (Rossi, 1790) throughout the Iberian Peninsula based on a maximum entropy modeling approach. Annals of Applied Biology. <https://doi.org/10.1111/aab.12584>	NA	NA
treeio	10.1038/s41598-020-59292-w	Ahrenfeldt, J., Waisi, M., Loft, I. C., Clausen, P. T. L. C., Allesøe, R., Szarvas, J., … Lund, O. (2020). Metaphylogenetic analysis of global sewage reveals that bacterial strains associated with human disease show less degree of geographic clustering. Scientific Reports, 10(1). <https://doi.org/10.1038/s41598-020-59292-w>	NA	NA
hunspell	10.1093/comnet/cnz002	Cinelli, M. (2019). Generalized rich-club ordering in networks. Journal of Complex Networks, 7(5), 702–719. <https://doi.org/10.1093/comnet/cnz002>	NA	NA
CoordinateCleaner	10.1371/journal.pone.0229178	Alfaro-Ramírez, F. U., Ramírez-Albores, J. E., Vargas-Hernández, J. J., Franco-Maass, S., & Pérez-Suárez, M. (2020). Potential reduction of Hartweg´s Pine (Pinus hartwegii Lindl.) geographic distribution. PLOS ONE, 15(2), e0229178. <https://doi.org/10.1371/journal.pone.0229178>	NA	NA
FedData	10.1038/s41598-020-59494-2	Martinez-Feria, R. A., & Basso, B. (2020). Unstable crop yields reveal opportunities for site-specific adaptations to climate variability. Scientific Reports, 10(1). <https://doi.org/10.1038/s41598-020-59494-2>	NA	NA
rnaturalearth	10.3390/microorganisms8020279	Rego, A., Sousa, A. G. G., Santos, J. P., Pascoal, F., Canário, J., Leão, P. N., & Magalhães, C. (2020). Diversity of Bacterial Biosynthetic Genes in Maritime Antarctica. Microorganisms, 8(2), 279. <https://doi.org/10.3390/microorganisms8020279>	NA	NA
taxize	10.1139/cjfas-2019-0224	Cederwall, J., Black, T. A., Blais, J. M., Hanson, M. L., Hollebone, B. P., Palace, V. P., … Orihel, D. M. (2020). Life under an oil slick: response of a freshwater food web to simulated spills of diluted bitumen in field mesocosms. Canadian Journal of Fisheries and Aquatic Sciences, 77(5), 779–788. <https://doi.org/10.1139/cjfas-2019-0224>	NA	NA
taxize	10.1101/2020.02.17.952283	Mossion, V., Dauphin, B., Grant, J., Zemp, N., & Croll, D. (2020). A reference transcriptome for the early-branching fern Botrychium lunaria enables fine-grained resolution of population structure. <https://doi.org/10.1101/2020.02.17.952283>	NA	NA
hunspell	10.2196/13855	Funk, B., Sadeh-Sharvit, S., Fitzsimmons-Craft, E. E., Trockel, M. T., Monterubio, G. E., Goel, N. J., … Taylor, C. B. (2020). A Framework for Applying Natural Language Processing in Digital Health Interventions. Journal of Medical Internet Research, 22(2), e13855. <https://doi.org/10.2196/13855>	NA	NA
skimr	10.3389/fgene.2018.00278	Correia, C. N., McLoughlin, K. E., Nalpas, N. C., Magee, D. A., Browne, J. A., Rue-Albrecht, K., … MacHugh, D. E. (2018). RNA Sequencing (RNA-Seq) Reveals Extremely Low Levels of Reticulocyte-Derived Globin Gene Transcripts in Peripheral Blood From Horses (Equus caballus) and Cattle (Bos taurus). Frontiers in Genetics, 9. <https://doi.org/10.3389/fgene.2018.00278>	NA	NA
taxize	10.1093/jmammal/gyaa002	Verde Arregoitia, L. D., Teta, P., & D’Elía, G. (2020). Patterns in research and data sharing for the study of form and function in caviomorph rodents. Journal of Mammalogy. <https://doi.org/10.1093/jmammal/gyaa002>	NA	NA
pdftools	10.1093/jmammal/gyaa002	Verde Arregoitia, L. D., Teta, P., & D’Elía, G. (2020). Patterns in research and data sharing for the study of form and function in caviomorph rodents. Journal of Mammalogy. <https://doi.org/10.1093/jmammal/gyaa002>	NA	NA
rgbif	10.1007/s10530-020-02221-9	Shivambu, T. C., Shivambu, N., & Downs, C. T. (2020). Impact assessment of seven alien invasive bird species already introduced to South Africa. Biological Invasions. <https://doi.org/10.1007/s10530-020-02221-9>	NA	NA
rotl	10.1177/1176934320901721	Jhwueng, D.-C., & O’Meara, B. C. (2020). On the Matrix Condition of Phylogenetic Tree. Evolutionary Bioinformatics, 16, 117693432090172. <https://doi.org/10.1177/1176934320901721>	NA	NA
rredlist	10.1016/j.gecco.2020.e00970	Cooke, R. S. C., Eigenbrod, F., & Bates, A. E. (2020). Ecological distinctiveness of birds and mammals at the global scale. Global Ecology and Conservation, 22, e00970. <https://doi.org/10.1016/j.gecco.2020.e00970>	NA	NA
pdftools	NA	Palanisamy, S. (2019). An analysis on hidden markov model prediction factors using California wildfire and meteorological records (Doctoral dissertation, California State University, Sacramento). <https://csus-dspace.calstate.edu/bitstream/handle/10211.3/210201/SHARMILA_MASTERS_REPORT.pdf?sequence=1>	NA	NA
rdflib	10.5121/ijaia.2020.11102	Panayiotou, C. (2020). An Ontological Analysis and Natural Language Processing of Figures of Speech. International Journal of Artificial Intelligence & Applications, 11(1), 17–30. <https://doi.org/10.5121/ijaia.2020.11102>	NA	NA
rredlist	10.1101/2020.02.10.941336	Ji, Y., Baker, C. C., Li, Y., Popescu, V. D., Wang, Z., Wang, J., … Yu, D. W. (2020). Large-scale Quantification of Vertebrate Biodiversity in Ailaoshan Nature Reserve from Leech iDNA. <https://doi.org/10.1101/2020.02.10.941336>	NA	NA
rgbif	10.1098/rspb.2019.3008	Li, X., & Guo, B. (2020). Substantially adaptive potential in polyploid cyprinid fishes: evidence from biogeographic, phylogenetic and genomic studies. Proceedings of the Royal Society B: Biological Sciences, 287(1920), 20193008. <https://doi.org/10.1098/rspb.2019.3008>	NA	NA
NLMR	10.1101/2020.02.10.941278	Silva, I., Crane, M., Marshall, B. M., & Strine, C. T. (2020). Revisiting reptile home ranges: moving beyond traditional estimators with dynamic Brownian Bridge Movement Models. <https://doi.org/10.1101/2020.02.10.941278>	NA	NA
landscapetools	10.1101/2020.02.10.941278	Silva, I., Crane, M., Marshall, B. M., & Strine, C. T. (2020). Revisiting reptile home ranges: moving beyond traditional estimators with dynamic Brownian Bridge Movement Models. <https://doi.org/10.1101/2020.02.10.941278>	NA	NA
magick	10.1111/2041-210X.13374	Schwalb‐Willmann, J., Remelgado, R., Safi, K., & Wegmann, M. (2020). moveVis: Animating movement trajectories in synchronicity with static or temporally dynamic environmental data in R. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13374>	NA	NA
rotl	10.1111/nph.16474	Perez‐Lamarque, B., Selosse, M., Öpik, M., Morlon, H., & Martos, F. (2020). Cheating in arbuscular mycorrhizal mutualism: a network and phylogenetic analysis of mycoheterotrophy. New Phytologist. <https://doi.org/10.1111/nph.16474>	NA	NA
brranching	10.1111/1365-2435.13543	Larson, J. E., Anacker, B. L., Wanous, S., & Funk, J. L. (2020). Ecological strategies begin at germination: Traits, plasticity and survival in the first 4 days of plant life. Functional Ecology. <https://doi.org/10.1111/1365-2435.13543>	NA	NA
taxize	10.1111/een.12844	Rodrigues, B. N., & Boscolo, D. (2020). Do bipartite binary antagonistic and mutualistic networks have different responses to the taxonomic resolution of nodes? Ecological Entomology. <https://doi.org/10.1111/een.12844>	NA	NA
rfishbase	10.1038/s41467-020-14409-7	Manel, S., Guerin, P.-E., Mouillot, D., Blanchet, S., Velez, L., Albouy, C., & Pellissier, L. (2020). Global determinants of freshwater and marine fish genetic diversity. Nature Communications, 11(1). <https://doi.org/10.1038/s41467-020-14409-7>	NA	NA
taxize	NA	Thompson, K. A. (2020). Experimental hybridization studies suggest that pleiotropic alleles commonly underlie adaptive divergence between natural populations. The American Naturalist. <https://doi.org/10.1086/708722>	NA	NA
rentrez	NA	Thompson, K. A. (2020). Experimental hybridization studies suggest that pleiotropic alleles commonly underlie adaptive divergence between natural populations. The American Naturalist. <https://doi.org/10.1086/708722>	NA	NA
taxize	10.1094/phyto-12-19-0448-r	Gent, D. H., Claassen, B. J., Gadoury, D. M., Grünwald, N. J., Knaus, B. J., Radišek, S., … Wolfenbarger, S. N. (2020). Population Diversity and Structure of Podosphaera macularis in the Pacific Northwestern United States and Other Populations. Phytopathology™, PHYTO–12–19–044. <https://doi.org/10.1094/phyto-12-19-0448-r>	NA	NA
biomartr	NA	Bagheri, H. 2019. Domain-specific language and infrastructure for genomics. Graduate Theses and Dissertations. 17641. <https://lib.dr.iastate.edu/etd/17641>	NA	NA
rotl	NA	Heisel, S. E. (2019). Ecological, Genomic, and Social Factors Impacting Wildlife Conservation (Doctoral dissertation, University of Georgia). <https://search.proquest.com/docview/2357432037>	NA	NA
rgbif	10.1111/ecog.05166	Hannah, L., Roehrdanz, P. R., Marquet, P. A., Enquist, B. J., Midgley, G., Foden, W., … Svenning, J. (2020). 30% land conservation and climate action reduces tropical extinction risk by more than 50%. Ecography. <https://doi.org/10.1111/ecog.05166>	NA	NA
treeio	10.3390/v12020248	Ryt-Hansen, P., Pedersen, A. G., Larsen, I., Kristensen, C. S., Krog, J. S., Wacheck, S., & Larsen, L. E. (2020). Substantial Antigenic Drift in the Hemagglutinin Protein of Swine Influenza A Viruses. Viruses, 12(2), 248. <https://doi.org/10.3390/v12020248>	NA	NA
CoordinateCleaner	10.1101/2020.02.24.946574	Armitage, D. W., & Jones, S. E. (2020). Barriers to coexistence limit the poleward range of a globally-distributed plant. <https://doi.org/10.1101/2020.02.24.946574>	NA	NA
rredlist	NA	Hamid M., Khuroo A.A., Ahmad R., Rasheed S., Malik A.H., Dar G.H. (2020) Threatened Flora of Jammu and Kashmir State. In:Dar G., Khuroo A. (eds) Biodiversity of the Himalaya:Jammu and Kashmir State. Topics in Biodiversity and Conservation, vol 18. Springer, Singapore <https://doi.org/10.1007/978-981-32-9174-4_37>	NA	NA
taxize	10.1002/ece3.6116	Kaczvinsky, C., & Hardy, N. B. (2020). Do major host shifts spark diversification in butterflies? Ecology and Evolution, 10(8), 3636–3646. <https://doi.org/10.1002/ece3.6116>	NA	NA
taxize	10.1111/jbi.13815	Zizka, A., Carvalho‐Sobrinho, J. G., Pennington, R. T., Queiroz, L. P., Alcantara, S., Baum, D. A., … Antonelli, A. (2020). Transitions between biomes are common and directional in Bombacoideae (Malvaceae). Journal of Biogeography. <https://doi.org/10.1111/jbi.13815>	NA	NA
rgbif	10.1111/jbi.13815	Zizka, A., Carvalho‐Sobrinho, J. G., Pennington, R. T., Queiroz, L. P., Alcantara, S., Baum, D. A., … Antonelli, A. (2020). Transitions between biomes are common and directional in Bombacoideae (Malvaceae). Journal of Biogeography. <https://doi.org/10.1111/jbi.13815>	NA	NA
CoordinateCleaner	10.1111/jbi.13815	Zizka, A., Carvalho‐Sobrinho, J. G., Pennington, R. T., Queiroz, L. P., Alcantara, S., Baum, D. A., … Antonelli, A. (2020). Transitions between biomes are common and directional in Bombacoideae (Malvaceae). Journal of Biogeography. <https://doi.org/10.1111/jbi.13815>	NA	NA
rgbif	10.1007/s00442-020-04625-9	Jung, E.-Y., Gaviria, J., Sun, S., & Engelbrecht, B. M. J. (2020). Comparative drought resistance of temperate grassland species: testing performance trade-offs and the relation to distribution. Oecologia, 192(4), 1023–1036. <https://doi.org/10.1007/s00442-020-04625-9>	NA	NA
rgbif	10.1002/ece3.5996	Howard, C. C., & Cellinese, N. (2020). Tunicate bulb size variation in monocots explained by temperature and phenology. Ecology and Evolution, 10(5), 2299–2309. <https://doi.org/10.1002/ece3.5996>	NA	NA
rgbif	10.1111/jbi.13816	Du, C., Chen, J., Jiang, L., & Qiao, G. (2020). High correlation of species diversity patterns between specialist herbivorous insects and their specific hosts. Journal of Biogeography. <https://doi.org/10.1111/jbi.13816>	NA	NA
skimr	10.1111/1467-8462.12362	Long, J. D., & Turner, D. (2020). Applied R in the Classroom. Australian Economic Review, 53(1), 139–157. <https://doi.org/10.1111/1467-8462.12362>	NA	NA
spocc	10.4039/tce.2020.3	Reyes, J. A., & Lira-Noriega, A. (2020). Current and future global potential distribution of the fruit fly Drosophila suzukii (Diptera: Drosophilidae). The Canadian Entomologist, 1–13. <https://doi.org/10.4039/tce.2020.3>	NA	NA
osmdata	10.1101/2020.03.02.972844	Lara-Lizardi, F., Hoyos-Padilla, M., Hearn, A., Klimley, A. P., Galván-Magaña, F., Arauz, R., … Ketchum, J. T. (2020). Shark movements in the Revillagigedo Archipelago and connectivity with the Eastern Tropical Pacific. <https://doi.org/10.1101/2020.03.02.972844>	NA	NA
hunspell	10.1017/S1351324920000066	Cichosz, P. (2020). Unsupervised modeling anomaly detection in discussion forums posts using global vectors for text representation. Natural Language Engineering, 1–28. <https://doi.org/10.1017/s1351324920000066>	NA	NA
writexl	NA	Pietzke, M., Vazquez, A. 2020. Metabolite AutoPlotter–an application to automatically process and visualise metabolite data in the web-browser. <https://assets.researchsquare.com/files/6b8d169e-e621-4ebd-8c6e-ff607a788ebe/v1/Manuscript.pdf>	NA	NA
rgbif	10.1111/1440-1703.12096	Kusumoto, B., Costello, M. J., Kubota, Y., Shiono, T., Wei, C., Yasuhara, M., & Chao, A. (2020). Global distribution of coral diversity: Biodiversity knowledge gradients related to spatial resolution. Ecological Research, 35(2), 315–326. <https://doi.org/10.1111/1440-1703.12096>	NA	NA
rfishbase	NA	Potter, R. J. (2019). Machine learning for resource economics; a review of modern computational statistics with empirical applications in fisheries management (Master's thesis). <https://openaccess.nhh.no/nhh-xmlui/bitstream/handle/11250/2644607/masterthesis.pdf?sequence=1>	NA	NA
rotl	10.1038/s41559-020-1114-9	Marshall, D. J., Pettersen, A. K., Bode, M., & White, C. R. (2020). Developmental cost theory predicts thermal environment and vulnerability to global warming. Nature Ecology & Evolution, 4(3), 406–411. <https://doi.org/10.1038/s41559-020-1114-9>	NA	NA
rsnps	10.1038/s41437-020-0301-4	Amiri Roudbar, M., Mohammadabadi, M. R., Ayatollahi Mehrgardi, A., Abdollahi-Arpanahi, R., Momen, M., Morota, G., … Rosa, G. J. M. (2020). Integration of single nucleotide variants and whole-genome DNA methylation profiles for classification of rheumatoid arthritis cases from controls. Heredity, 124(5), 658–674. <https://doi.org/10.1038/s41437-020-0301-4>	NA	NA
nlrx	10.1101/2020.03.04.976357	Wesener, F., Szymczak, A., Rillig, M. C., & Tietjen, B. (2020). Stress priming affects fungal competition – evidence from a combined experimental and modeling study. <https://doi.org/10.1101/2020.03.04.976357>	NA	NA
opencage	10.1101/2020.03.04.977827	Deribe, K., Simpson, H., Pullan, R. L., Bosco, M. J., Wanji, S., Weaver, N. D., … Cano, J. (2020). Predicting the Environmental Suitability and Population at Risk of Podoconiosis in Africa. <https://doi.org/10.1101/2020.03.04.977827>	NA	NA
rfishbase	10.1101/2020.03.04.977116	Parravicini, V., Casey, J. M., Schiettekatte, N. M. D., Brandl, S. J., Pozas-Schacre, C., Carlot, J., … Vii, J. (2020). Global gut content data synthesis and phylogeny delineate reef fish trophic guilds. <https://doi.org/10.1101/2020.03.04.977116>	NA	NA
hydroscoper	10.3390/w12030687	Vantas, K., Sidiropoulos, E., & Loukas, A. (2020). Estimating Current and Future Rainfall Erosivity in Greece Using Regional Climate Models and Spatial Quantile Regression Forests. Water, 12(3), 687. <https://doi.org/10.3390/w12030687>	NA	NA
roadoi	NA	Ashby, M. P. J. (2020, March 6). Three quarters of new criminological knowledge is hidden from policy makers. <https://doi.org/10.31235/osf.io/wnq7h>	NA	NA
rromeo	NA	Ashby, M. P. J. (2020, March 6). Three quarters of new criminological knowledge is hidden from policy makers. <https://doi.org/10.31235/osf.io/wnq7h>	NA	NA
